temperature,humidity,winp,weather,shebei2_huilu1,shebei3_huilu1,shebei4_huilu1,shebei1_huilu2,shebei3_huilu1,shebei4_huilu1,shebei5_huilu1,shebei5_huilu2
33℃,69%,2级,多云,0,0,0,0,0,0,0,0
32℃,70%,2级,多云,0,0,0,0,0,0,0,0
33℃,67%,2级,多云,0,0,0,0,0,0,0,0
32℃,70%,2级,多云,0,0,0,0,0,0,0,0
32℃,71%,3级,多云,0,0,0,0,0,0,0,0
32℃,72%,2级,多云,0,0,0,0,0,0,0,0
31℃,75%,3级,多云,0,0,0,0,0,0,0,0
31℃,77%,3级,多云,0,0,0,0,0,0,0,0
31℃,76%,3级,多云,0,0,0,0,0,0,0,0
30℃,80%,3级,多云,0,0,0,0,0,0,0,0
29℃,84%,2级,多云,21,52,25,89,52,25,575,781
29℃,88%,3级,多云,21,48,25,89,48,25,575,781
29℃,89%,3级,雨,18,48,25,75,48,25,453,443
28℃,91%,3级,雨,17,47,24,73,47,24,453,412
28℃,92%,3级,雨,16,48,25,71,48,25,453,412
27℃,93%,3级,雨,16,48,25,71,48,25,466,372
27℃,94%,3级,雨,17,47,25,71,47,25,466,361
27℃,95%,3级,雨,17,47,26,71,47,26,466,361
27℃,95%,3级,多云,17,47,26,74,47,26,474,348
26℃,95%,1级,多云,17,50,25,72,50,25,469,300
26℃,96%,2级,多云,17,50,25,72,50,25,469,300
26℃,98%,2级,多云,16,49,25,73,49,25,470,319
26℃,99%,2级,多云,17,49,25,73,49,25,295,308
26℃,98%,2级,多云,17,49,25,73,49,25,295,308
26℃,99%,2级,多云,16,49,25,71,49,25,299,302
26℃,100%,2级,多云,16,51,26,72,51,26,299,294
26℃,100%,2级,多云,16,51,26,72,51,26,299,294
25℃,100%,3级,多云,15,50,26,72,50,26,299,274
25℃,100%,3级,多云,15,50,26,72,50,26,299,274
25℃,100%,2级,多云,16,48,25,72,48,25,298,270
25℃,100%,3级,多云,16,49,25,73,49,25,302,271
25℃,100%,2级,多云,16,49,25,73,49,25,302,271
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
25℃,100%,3级,多云,0,0,0,0,0,0,0,0
26℃,100%,2级,多云,0,0,0,0,0,0,0,0
26℃,100%,2级,多云,0,0,0,0,0,0,0,0
27℃,96%,2级,多云,0,0,0,0,0,0,0,0
28℃,92%,2级,多云,0,0,0,0,0,0,0,0
30℃,87%,2级,多云,0,0,0,0,0,0,0,0
30℃,82%,2级,阴,0,0,0,0,0,0,0,0
31℃,79%,2级,阴,0,0,0,0,0,0,0,0
32℃,72%,1级,阴,0,0,0,0,0,0,0,0
32℃,66%,3级,阴,0,0,0,0,0,0,0,0
33℃,66%,2级,阴,0,0,0,0,0,0,0,0
33℃,67%,2级,阴,0,0,0,0,0,0,0,0
32℃,62%,3级,阴,0,0,0,0,0,0,0,0
33℃,60%,3级,阴,0,0,0,0,0,0,0,0
34℃,62%,2级,阴,0,0,0,0,0,0,0,0
33℃,64%,2级,阴,0,0,0,0,0,0,0,0
33℃,64%,3级,阴,0,0,0,0,0,0,0,0
32℃,67%,4级,阴,0,0,0,0,0,0,0,0
32℃,68%,4级,多云,0,0,0,0,0,0,0,0
31℃,71%,4级,多云,0,0,0,0,0,0,0,0
30℃,75%,4级,多云,0,0,0,0,0,0,0,0
29℃,80%,4级,多云,0,0,0,0,0,0,0,0
28℃,86%,3级,多云,21,53,26,90,53,26,561,715
27℃,87%,4级,多云,17,50,26,79,50,26,445,442
27℃,91%,4级,阴,17,50,25,79,50,25,445,442
27℃,94%,4级,阴,16,48,25,75,48,25,460,395
26℃,96%,4级,阴,17,48,25,73,48,25,463,363
26℃,98%,3级,阴,17,48,25,73,48,25,463,363
26℃,99%,3级,阴,15,47,26,71,47,26,464,329
26℃,99%,2级,阴,16,49,26,80,49,26,468,291
25℃,100%,3级,多云,16,49,26,80,49,26,468,291
25℃,100%,3级,多云,15,49,25,69,49,25,460,293
25℃,100%,3级,多云,15,49,25,67,49,25,462,270
25℃,100%,2级,多云,15,51,26,67,51,26,458,274
25℃,100%,3级,多云,17,51,25,68,51,25,458,274
25℃,100%,3级,多云,17,51,25,68,51,25,293,275
25℃,100%,3级,多云,16,50,25,68,50,25,287,278
25℃,100%,2级,多云,16,50,25,71,50,25,294,265
25℃,100%,3级,多云,16,50,25,71,50,25,294,265
25℃,100%,3级,多云,15,49,26,71,49,26,295,260
25℃,100%,2级,多云,15,50,25,71,50,25,297,263
25℃,100%,2级,多云,15,50,25,71,50,25,297,263
25℃,100%,2级,多云,15,49,25,68,49,25,297,257
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
26℃,100%,2级,多云,0,0,0,0,0,0,0,0
26℃,98%,3级,多云,0,0,0,0,0,0,0,0
27℃,95%,2级,多云,0,0,0,0,0,0,0,0
28℃,93%,2级,多云,0,0,0,0,0,0,0,0
28℃,89%,3级,多云,0,0,0,0,0,0,0,0
29℃,83%,3级,多云,0,0,0,0,0,0,0,0
29℃,76%,4级,多云,0,0,0,0,0,0,0,0
29℃,82%,2级,多云,0,0,0,0,0,0,0,0
28℃,84%,0级,多云,0,0,0,0,0,0,0,0
29℃,83%,2级,多云,0,0,0,0,0,0,0,0
29℃,82%,2级,多云,0,0,0,0,0,0,0,0
29℃,82%,2级,多云,0,0,0,0,0,0,0,0
30℃,72%,3级,多云,0,0,0,0,0,0,0,0
31℃,76%,2级,多云,0,0,0,0,0,0,0,0
30℃,77%,3级,多云,0,0,0,0,0,0,0,0
30℃,77%,2级,多云,0,0,0,0,0,0,0,0
29℃,80%,3级,多云,0,0,0,0,0,0,0,0
29℃,83%,2级,多云,0,0,0,0,0,0,0,0
29℃,83%,2级,多云,0,0,0,0,0,0,0,0
30℃,79%,3级,多云,0,0,0,0,0,0,0,0
29℃,81%,4级,多云,0,0,0,0,0,0,0,0
29℃,82%,3级,多云,0,0,0,0,0,0,0,0
28℃,87%,4级,多云,0,0,0,0,0,0,0,0
27℃,88%,2级,多云,21,53,26,92,53,26,563,731
29℃,88%,3级,多云,16,50,25,77,50,25,465,511
26℃,94%,4级,多云,16,49,25,70,49,25,468,457
26℃,96%,4级,多云,17,47,25,70,47,25,467,415
26℃,97%,3级,多云,17,47,25,70,47,25,467,415
25℃,99%,2级,多云,16,47,25,77,47,25,469,371
25℃,100%,2级,多云,15,48,25,71,48,25,455,338
25℃,100%,2级,多云,15,48,25,71,48,25,455,338
25℃,100%,3级,多云,15,49,26,69,49,26,453,303
24℃,100%,2级,多云,15,49,26,69,49,26,453,303
24℃,100%,2级,多云,15,50,26,68,50,26,454,282
24℃,100%,1级,多云,15,49,26,71,49,26,289,263
24℃,100%,2级,多云,15,49,26,71,49,26,289,263
24℃,100%,1级,多云,14,50,26,72,50,26,292,264
24℃,100%,0级,多云,14,49,26,75,49,26,290,266
24℃,100%,1级,多云,14,49,26,75,49,26,290,266
24℃,100%,2级,多云,15,49,25,69,49,25,292,269
24℃,100%,2级,多云,16,49,25,70,49,25,290,269
24℃,100%,3级,多云,16,49,25,70,49,25,290,269
24℃,100%,3级,多云,15,48,25,70,48,25,287,265
24℃,100%,2级,多云,15,48,25,70,48,25,287,265
23℃,100%,2级,多云,0,0,0,0,0,0,0,0
24℃,100%,0级,多云,0,0,0,0,0,0,0,0
24℃,100%,3级,多云,0,0,0,0,0,0,0,0
24℃,100%,2级,多云,0,0,0,0,0,0,0,0
26℃,95%,1级,多云,0,0,0,0,0,0,0,0
26℃,92%,2级,多云,0,0,0,0,0,0,0,0
28℃,84%,3级,多云,0,0,0,0,0,0,0,0
30℃,80%,2级,多云,0,0,0,0,0,0,0,0
31℃,75%,2级,多云,0,0,0,0,0,0,0,0
32℃,72%,2级,多云,0,0,0,0,0,0,0,0
32℃,69%,2级,多云,0,0,0,0,0,0,0,0
32℃,62%,3级,多云,0,0,0,0,0,0,0,0
32℃,58%,3级,多云,0,0,0,0,0,0,0,0
32℃,60%,3级,多云,0,0,0,0,0,0,0,0
33℃,59%,3级,多云,0,0,0,0,0,0,0,0
33℃,57%,3级,多云,0,0,0,0,0,0,0,0
33℃,65%,2级,多云,0,0,0,0,0,0,0,0
32℃,65%,3级,多云,0,0,0,0,0,0,0,0
34℃,68%,4级,多云,0,0,0,0,0,0,0,0
32℃,70%,3级,多云,0,0,0,0,0,0,0,0
32℃,68%,4级,多云,0,0,0,0,0,0,0,0
31℃,76%,4级,多云,0,0,0,0,0,0,0,0
29℃,81%,4级,多云,0,0,0,0,0,0,0,0
29℃,84%,4级,多云,0,54,0,0,54,0,0,0
28℃,89%,4级,多云,19,54,25,90,54,25,559,672
27℃,91%,3级,多云,16,50,25,77,50,25,445,489
27℃,92%,4级,晴,16,50,25,77,50,25,445,489
27℃,93%,4级,晴,15,47,25,72,47,25,437,444
27℃,95%,4级,晴,15,47,26,72,47,26,437,444
26℃,97%,3级,晴,15,47,26,72,47,26,438,373
26℃,98%,4级,晴,15,47,26,71,47,26,458,342
26℃,99%,3级,晴,15,47,26,71,47,26,458,342
25℃,100%,3级,多云,16,47,26,71,47,26,457,279
25℃,100%,3级,多云,15,48,26,66,48,26,460,270
25℃,100%,2级,多云,15,48,26,66,48,26,460,270
25℃,100%,2级,多云,15,49,26,67,49,26,462,260
25℃,100%,2级,多云,15,48,25,67,48,25,290,264
25℃,100%,2级,多云,15,48,25,66,48,25,290,264
25℃,100%,2级,多云,16,49,26,68,49,26,291,258
25℃,100%,2级,多云,14,49,27,66,49,27,290,249
25℃,100%,2级,多云,14,49,27,66,49,27,290,249
25℃,100%,2级,多云,15,49,26,65,49,26,291,249
25℃,100%,2级,多云,15,49,26,68,49,26,292,251
25℃,100%,2级,多云,15,49,26,68,49,26,292,251
25℃,100%,0级,多云,15,49,26,68,49,26,290,249
25℃,100%,1级,多云,0,0,0,0,0,0,0,0
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
25℃,100%,1级,多云,0,0,0,0,0,0,0,0
25℃,100%,0级,多云,0,0,0,0,0,0,0,0
25℃,100%,0级,多云,0,0,0,0,0,0,0,0
26℃,98%,1级,多云,0,0,0,0,0,0,0,0
28℃,89%,0级,多云,0,0,0,0,0,0,0,0
29℃,79%,0级,多云,0,0,0,0,0,0,0,0
30℃,76%,2级,多云,0,0,0,0,0,0,0,0
31℃,76%,2级,多云,0,0,0,0,0,0,0,0
31℃,71%,2级,多云,0,0,0,0,0,0,0,0
32℃,64%,2级,多云,0,0,0,0,0,0,0,0
32℃,66%,2级,多云,0,0,0,0,0,0,0,0
32℃,62%,2级,多云,0,0,0,0,0,0,0,0
32℃,63%,2级,多云,0,0,0,0,0,0,0,0
32℃,60%,3级,多云,0,0,0,0,0,0,0,0
32℃,61%,2级,多云,0,0,0,0,0,0,0,0
32℃,63%,2级,多云,0,0,0,0,0,0,0,0
31℃,66%,2级,多云,0,0,0,0,0,0,0,0
32℃,63%,3级,多云,0,0,0,0,0,0,0,0
31℃,66%,2级,多云,0,0,0,0,0,0,0,0
31℃,66%,2级,多云,0,0,0,0,0,0,0,0
31℃,67%,3级,多云,0,0,0,0,0,0,0,0
30℃,65%,3级,多云,0,0,0,0,0,0,0,0
30℃,67%,2级,多云,0,0,0,0,0,0,0,0
29℃,65%,4级,多云,18,51,25,88,51,25,548,651
28℃,66%,3级,多云,15,48,26,74,48,26,440,459
28℃,69%,3级,多云,15,48,26,74,48,26,440,459
28℃,69%,3级,多云,15,48,25,70,48,25,439,403
28℃,70%,3级,多云,15,48,24,69,48,24,458,346
27℃,72%,2级,多云,15,48,24,69,48,24,458,346
27℃,74%,2级,多云,15,47,26,69,47,26,457,309
27℃,78%,2级,多云,15,46,25,68,46,25,461,285
26℃,79%,2级,多云,15,46,25,68,46,25,461,285
26℃,82%,2级,多云,14,47,25,65,47,25,466,233
25℃,84%,2级,多云,14,47,25,65,47,25,466,233
25℃,85%,1级,多云,15,48,25,66,48,25,465,231
25℃,85%,1级,多云,14,48,25,65,48,25,289,232
25℃,83%,2级,多云,14,48,25,65,48,25,289,232
25℃,81%,3级,多云,15,47,25,64,47,25,285,234
25℃,83%,2级,多云,15,48,25,71,48,25,285,227
25℃,82%,1级,多云,15,48,25,71,48,25,285,227
24℃,84%,0级,多云,14,47,26,65,47,26,289,231
25℃,80%,2级,多云,16,48,26,66,48,26,293,230
22℃,93%,2级,多云,16,48,26,66,48,26,293,230
22℃,94%,2级,多云,15,49,25,69,49,25,288,227
22℃,94%,2级,晴,15,49,25,69,49,25,288,227
22℃,95%,3级,晴,0,0,0,0,0,0,0,0
23℃,92%,3级,晴,0,0,0,0,0,0,0,0
23℃,87%,0级,晴,0,0,0,0,0,0,0,0
24℃,85%,0级,晴,0,0,0,0,0,0,0,0
25℃,78%,0级,晴,0,0,0,0,0,0,0,0
28℃,68%,1级,晴,0,0,0,0,0,0,0,0
29℃,66%,2级,晴,0,0,0,0,0,0,0,0
29℃,65%,2级,晴,0,0,0,0,0,0,0,0
30℃,64%,1级,晴,0,0,0,0,0,0,0,0
30℃,60%,1级,阴,0,0,0,0,0,0,0,0
31℃,61%,1级,阴,0,0,0,0,0,0,0,0
31℃,64%,2级,多云,0,0,0,0,0,0,0,0
31℃,62%,2级,多云,0,0,0,0,0,0,0,0
31℃,63%,2级,多云,0,0,0,0,0,0,0,0
30℃,66%,2级,多云,0,0,0,0,0,0,0,0
31℃,65%,1级,多云,0,0,0,0,0,0,0,0
30℃,67%,2级,多云,0,0,0,0,0,0,0,0
31℃,65%,2级,多云,0,0,0,0,0,0,0,0
31℃,66%,2级,多云,0,0,0,0,0,0,0,0
31℃,66%,2级,多云,0,0,0,0,0,0,0,0
30℃,67%,4级,多云,0,0,0,0,0,0,0,0
30℃,70%,3级,多云,0,0,0,0,0,0,0,0
30℃,71%,3级,多云,0,0,0,0,0,0,0,0
29℃,73%,3级,多云,0,0,0,0,0,0,0,0
29℃,74%,3级,多云,0,0,0,0,0,0,0,0
29℃,76%,3级,多云,16,51,25,88,51,25,534,600
28℃,79%,3级,多云,16,51,25,74,51,25,445,440
28℃,77%,3级,阴,15,48,26,74,48,26,445,440
27℃,78%,2级,阴,15,48,26,75,48,26,461,382
27℃,78%,2级,阴,15,46,26,68,46,26,458,329
27℃,79%,2级,阴,15,46,26,68,46,26,458,329
27℃,84%,2级,阴,15,46,25,68,46,25,456,292
27℃,85%,2级,阴,15,46,25,67,46,25,459,271
26℃,88%,2级,阴,15,46,25,67,46,25,459,271
26℃,92%,2级,阴,15,47,25,64,47,25,455,227
26℃,93%,2级,阴,15,47,25,64,47,25,455,227
26℃,93%,3级,阴,14,48,25,65,48,25,460,228
25℃,100%,3级,雨,15,48,25,65,48,25,290,229
25℃,99%,2级,雨,15,48,25,65,48,25,290,229
25℃,100%,2级,阴,15,48,26,65,48,26,289,223
25℃,100%,2级,阴,15,48,26,66,48,26,292,228
25℃,100%,2级,阴,15,47,26,66,47,26,292,228
25℃,100%,3级,阴,14,47,25,68,47,25,292,226
25℃,100%,2级,阴,15,47,25,72,47,25,290,222
25℃,100%,2级,阴,15,48,25,72,48,25,290,222
25℃,100%,2级,阴,14,47,25,69,47,25,291,220
25℃,100%,3级,多云,14,47,25,69,47,25,291,220
25℃,100%,2级,多云,0,0,0,14,0,0,0,0
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
25℃,100%,1级,多云,0,0,0,0,0,0,0,0
25℃,99%,2级,多云,0,0,0,0,0,0,0,0
26℃,95%,2级,多云,0,0,0,0,0,0,0,0
28℃,86%,2级,多云,0,0,0,0,0,0,0,0
28℃,82%,3级,多云,0,0,0,0,0,0,0,0
28℃,84%,2级,多云,0,0,0,0,0,0,0,0
29℃,79%,3级,多云,0,0,0,0,0,0,0,0
29℃,76%,3级,阴,0,0,0,0,0,0,0,0
29℃,75%,3级,阴,0,0,0,0,0,0,0,0
29℃,72%,4级,阴,0,0,0,0,0,0,0,0
31℃,66%,4级,阴,0,0,0,0,0,0,0,0
29℃,72%,3级,阴,0,0,0,0,0,0,0,0
27℃,83%,4级,雨,0,0,0,0,0,0,0,0
28℃,78%,5级,雨,0,0,0,0,0,0,0,0
26℃,87%,3级,雨,0,0,0,0,0,0,0,0
26℃,91%,3级,雨,0,0,0,0,0,0,0,0
27℃,83%,3级,阴,0,0,0,0,0,0,0,0
28℃,81%,3级,阴,0,0,0,0,0,0,0,0
28℃,76%,3级,阴,0,0,0,0,0,0,0,0
29℃,65%,3级,多云,0,0,0,0,0,0,0,0
29℃,65%,3级,多云,0,0,0,0,0,0,0,0
27℃,79%,3级,阴,0,0,0,0,0,0,0,0
27℃,80%,4级,阴,0,0,0,0,0,0,0,0
26℃,82%,4级,阴,15,51,25,86,51,25,527,583
26℃,84%,3级,阴,14,48,26,75,48,26,443,426
26℃,87%,3级,阴,14,48,26,75,48,26,443,426
25℃,87%,3级,阴,15,47,25,69,47,25,465,359
25℃,89%,4级,阴,14,47,25,67,47,25,464,314
25℃,91%,4级,阴,14,47,25,67,47,25,464,314
25℃,93%,3级,阴,15,46,25,68,46,25,466,277
25℃,94%,3级,阴,15,47,25,75,47,25,460,255
25℃,92%,3级,多云,15,47,25,75,47,25,460,255
25℃,92%,2级,多云,14,46,25,64,46,25,467,216
24℃,93%,2级,多云,14,46,25,64,46,25,467,216
24℃,93%,2级,多云,15,47,25,63,47,25,464,218
24℃,92%,2级,多云,15,48,25,64,48,25,287,219
24℃,93%,2级,多云,15,48,25,64,48,25,287,219
24℃,94%,2级,多云,15,47,25,62,47,25,287,220
24℃,95%,2级,多云,14,47,25,63,47,25,289,223
24℃,96%,1级,多云,14,47,25,63,47,25,289,223
24℃,100%,2级,雨,15,46,26,67,46,26,290,219
24℃,100%,2级,雨,15,47,26,65,47,26,289,219
24℃,100%,2级,雨,15,47,26,65,47,26,289,219
23℃,100%,2级,雨,14,47,26,67,47,26,289,219
23℃,100%,2级,雨,14,47,26,67,47,26,289,219
23℃,100%,1级,多云,0,0,0,0,0,0,0,0
24℃,100%,2级,多云,0,0,0,0,0,0,0,0
24℃,100%,1级,多云,0,0,0,0,0,0,0,0
25℃,100%,2级,多云,0,0,0,0,0,0,0,0
25℃,99%,2级,多云,0,0,0,0,0,0,0,0
26℃,95%,2级,多云,0,0,0,0,0,0,0,0
26℃,95%,2级,多云,0,0,0,0,0,0,0,0
27℃,91%,2级,多云,0,0,0,0,0,0,0,0
28℃,86%,3级,多云,0,0,0,0,0,0,0,0
28℃,82%,3级,多云,0,0,0,0,0,0,0,0
29℃,78%,3级,多云,0,0,0,0,0,0,0,0
28℃,81%,4级,多云,0,0,0,0,0,0,0,0
28℃,83%,3级,多云,0,0,0,0,0,0,0,0
29℃,82%,3级,多云,0,0,0,0,0,0,0,0
29℃,82%,3级,多云,0,0,0,0,0,0,0,0
28℃,84%,3级,多云,0,0,0,0,0,0,0,0
28℃,81%,4级,多云,0,0,0,0,0,0,0,0
30℃,80%,3级,多云,0,0,0,0,0,0,0,0
29℃,77%,4级,多云,0,0,0,0,0,0,0,0
29℃,77%,5级,多云,0,0,0,0,0,0,0,0
28℃,82%,4级,多云,0,0,0,0,0,0,0,0
28℃,83%,4级,多云,0,0,0,0,0,0,0,0
27℃,85%,4级,多云,0,0,0,0,0,0,0,0
26℃,95%,2级,雨,0,0,0,0,0,0,0,0
26℃,93%,3级,雨,0,0,0,0,0,0,0,0
26℃,93%,2级,雨,16,53,26,92,53,26,505,667
26℃,93%,3级,多云,16,53,26,92,53,26,505,667
26℃,92%,3级,多云,15,47,26,72,47,26,462,408
25℃,91%,3级,多云,15,46,25,69,46,25,459,365
25℃,90%,3级,多云,15,46,25,67,46,25,462,314
25℃,87%,3级,多云,15,46,25,67,46,25,462,314
25℃,85%,3级,多云,15,46,25,67,46,25,458,285
25℃,84%,3级,多云,14,46,25,67,46,25,458,285
25℃,85%,2级,多云,14,46,25,67,46,25,467,255
25℃,94%,2级,多云,15,46,25,63,46,25,459,221
25℃,96%,2级,多云,15,45,25,63,45,25,459,221
25℃,97%,2级,多云,14,46,25,64,46,25,460,223
25℃,98%,2级,多云,15,47,25,62,47,25,460,223
25℃,100%,2级,多云,15,47,25,62,47,25,288,224
25℃,100%,1级,多云,14,46,26,63,46,26,291,222
25℃,100%,2级,多云,14,46,26,64,46,26,291,222
24℃,100%,2级,多云,14,46,25,64,46,25,290,221
25℃,100%,2级,多云,15,46,26,65,46,26,290,221
24℃,100%,2级,多云,15,46,26,67,46,26,290,221
24℃,100%,2级,多云,14,46,25,67,46,25,290,224
24℃,100%,2级,多云,13,46,25,68,46,25,290,225
24℃,100%,1级,阴,13,46,25,68,46,25,290,225
24℃,100%,2级,阴,0,0,0,0,0,0,0,0
24℃,100%,1级,阴,0,0,0,0,0,0,0,0
24℃,100%,2级,阴,0,0,0,0,0,0,0,0
25℃,100%,2级,阴,0,0,0,0,0,0,0,0
26℃,95%,2级,阴,0,0,0,0,0,0,0,0
28℃,84%,2级,阴,0,0,0,0,0,0,0,0
29℃,77%,2级,阴,0,0,0,0,0,0,0,0
29℃,74%,3级,阴,0,0,0,0,0,0,0,0
29℃,78%,2级,阴,0,0,0,0,0,0,0,0
29℃,74%,2级,阴,0,0,0,0,0,0,0,0
30℃,74%,3级,多云,0,0,0,0,0,0,0,0
30℃,66%,3级,阴,0,0,0,0,0,0,0,0
30℃,68%,2级,阴,0,0,0,0,0,0,0,0
30℃,69%,2级,阴,0,0,0,0,0,0,0,0
30℃,68%,2级,多云,0,0,0,0,0,0,0,0
30℃,70%,2级,阴,0,0,0,0,0,0,0,0
30℃,73%,2级,阴,0,0,0,0,0,0,0,0
30℃,77%,2级,阴,0,0,0,0,0,0,0,0
30℃,76%,2级,阴,0,0,0,0,0,0,0,0
30℃,77%,2级,多云,0,0,0,0,0,0,0,0
31℃,77%,3级,多云,0,0,0,0,0,0,0,0
28℃,85%,3级,多云,0,0,0,0,0,0,0,0
28℃,88%,3级,多云,0,0,0,0,0,0,0,0
27℃,91%,4级,多云,15,51,26,92,51,26,508,619
27℃,92%,3级,多云,14,47,25,75,47,25,444,433
26℃,94%,3级,多云,14,47,25,75,47,25,444,433
26℃,95%,2级,多云,14,45,25,68,45,25,456,363
26℃,96%,3级,多云,15,46,25,67,46,25,460,309
26℃,97%,3级,多云,15,46,25,67,46,25,460,309
26℃,96%,3级,多云,14,44,25,65,44,25,465,275
26℃,96%,3级,多云,14,46,26,67,46,26,458,256
26℃,97%,2级,雨,14,46,26,67,46,26,458,256
25℃,99%,3级,雨,15,45,25,64,45,25,470,221
25℃,100%,2级,雨,15,45,25,64,45,25,470,221
25℃,100%,2级,雨,14,46,24,63,46,24,467,218
25℃,100%,1级,雨,13,46,26,73,46,26,292,217
25℃,100%,2级,阴,13,46,26,73,46,26,292,217
24℃,96%,1级,阴,14,46,25,64,46,25,294,216
23℃,100%,1级,雨,14,47,26,63,47,26,302,203
22℃,100%,2级,雨,14,47,26,63,47,26,302,203
22℃,100%,2级,阴,13,46,26,72,46,26,296,207
22℃,100%,2级,阴,14,46,26,72,46,26,296,212
22℃,100%,2级,雨,14,46,25,65,46,25,296,212
22℃,100%,2级,雨,13,46,25,63,46,25,297,213
22℃,100%,2级,雨,13,46,25,63,46,25,297,213
22℃,100%,2级,阴,0,0,0,0,0,0,0,0
21℃,100%,2级,阴,0,0,0,0,0,0,0,0
21℃,100%,3级,阴,0,0,0,0,0,0,0,0
21℃,100%,2级,阴,0,0,0,0,0,0,0,0
22℃,95%,1级,阴,0,0,0,0,0,0,0,0
22℃,92%,2级,阴,0,0,0,0,0,0,0,0
22℃,92%,2级,阴,0,0,0,0,0,0,0,0
22℃,91%,2级,雨,0,0,0,0,0,0,0,0
23℃,86%,2级,雨,0,0,0,0,0,0,0,0
25℃,75%,2级,雨,0,0,0,0,0,0,0,0
25℃,78%,1级,雨,0,0,0,0,0,0,0,0
25℃,78%,2级,雨,0,0,0,0,0,0,0,0
26℃,72%,2级,雨,0,0,0,0,0,0,0,0
25℃,77%,2级,阴,0,0,0,0,0,0,0,0
25℃,78%,2级,阴,0,0,0,0,0,0,0,0
25℃,78%,3级,阴,0,0,0,0,0,0,0,0
23℃,83%,3级,阴,0,0,0,0,0,0,0,0
22℃,83%,3级,阴,0,0,0,0,0,0,0,0
22℃,87%,3级,阴,0,0,0,0,0,0,0,0
22℃,86%,3级,多云,0,0,0,0,0,0,0,0
22℃,87%,3级,多云,0,0,0,0,0,0,0,0
21℃,91%,2级,多云,0,0,0,0,0,0,0,0
20℃,96%,2级,雨,0,0,0,0,0,0,0,0
20℃,94%,2级,多云,14,48,26,76,48,26,450,510
20℃,95%,3级,多云,14,46,25,70,46,25,457,361
20℃,94%,2级,多云,14,46,25,70,46,25,457,361
20℃,93%,2级,多云,14,45,26,65,45,26,459,330
20℃,92%,2级,多云,14,46,25,65,46,25,458,307
20℃,91%,1级,多云,14,46,25,65,46,25,458,307
20℃,89%,2级,多云,13,45,25,66,45,25,463,294
20℃,86%,0级,多云,14,45,24,64,45,24,460,289
20℃,84%,0级,多云,14,45,24,64,45,24,460,289
